text,label
"Subject: Project tonight
From: promo@company.com
To: user@example.com

Notes proposal meeting tonight proposal discussion report discussion attached update discussion lunch regards discussion update lunch proposal proposal attached discussion schedule team project tonight discussion update meeting lunch please see attached.",0
"Subject: Guarantee
From: promo@spammy.com
To: user@example.com

Limit winner limit unsubscribe win congratulations guarantee limit urgent unsubscribe winner urgent offer loan urgent risk-free winner winner money winner click click here now.",1
"Subject: Risk-free limit congratulations
From: promo@spammy.com
To: user@example.com

Winner loan guarantee credit promotion loan free urgent click cheap urgent offer winner offer credit cheap prize risk-free winner congratulations winner winner promotion click here now.",1
"Subject: Proposal update report
From: promo@company.com
To: user@example.com

Tonight notes regards team thanks proposal update tonight update report notes lunch schedule team tonight regards update discussion team proposal discussion.",0
"Subject: Urgent win buy !!!
From: promo@spammy.com
To: user@example.com

Risk-free cheap free prize credit winner promotion unsubscribe winner limit cheap urgent prize buy buy risk-free money guarantee prize click here now.",1
"Subject: Promotion guarantee
From: promo@spammy.com
To: user@example.com

Click promotion prize offer buy loan urgent loan win offer money win buy free prize click buy win promotion free cheap loan limit.",1
"Subject: Winner promotion win
From: promo@spammy.com
To: user@example.com

Guarantee money money loan offer prize win buy congratulations credit congratulations risk-free $874 http://bit.ly/208 click here now.",1
"Subject: Project thanks attached
From: promo@company.com
To: user@example.com

Report discussion schedule notes attached report regards tonight proposal notes project schedule lunch report project regards schedule proposal.",0
"Subject: Discussion update budget
From: promo@company.com
To: user@example.com

Reminder invoice notes discussion update tonight schedule invoice meeting tonight family notes thanks regards.",0
"Subject: Discussion schedule
From: promo@company.com
To: user@example.com

Budget update report update attached proposal invoice discussion team proposal schedule notes meeting thanks proposal attached update tonight budget tonight regards thanks please see attached.",0
"Subject: Free loan !!!
From: promo@spammy.com
To: user@example.com

Cheap money prize cheap unsubscribe loan offer money risk-free buy cheap congratulations congratulations loan.",1
"Subject: Project regards notes
From: promo@company.com
To: user@example.com

Tonight report report proposal invoice lunch project schedule thanks regards.",0
"Subject: Budget schedule update
From: promo@company.com
To: user@example.com

Project tonight project discussion regards discussion project reminder reminder thanks lunch reminder family regards invoice attached family discussion invoice team tonight proposal proposal invoice family tonight attached.",0
"Subject: Invoice
From: promo@company.com
To: user@example.com

Notes team attached schedule team team family regards lunch thanks regards.",0
"Subject: Congratulations
From: promo@spammy.com
To: user@example.com

Offer offer cheap cheap winner click buy winner loan cheap $49 http://bit.ly/393.",1
"Subject: Team
From: promo@company.com
To: user@example.com

Notes budget meeting report project budget update reminder regards lunch project lunch notes notes schedule team invoice attached notes update thanks family please see attached thanks regards.",0
"Subject: Project
From: promo@company.com
To: user@example.com

Proposal schedule attached attached proposal attached reminder invoice notes proposal lunch meeting discussion tonight regards notes regards regards family meeting attached discussion report discussion.",0
"Subject: Project
From: promo@company.com
To: user@example.com

Regards invoice family meeting report meeting budget attached proposal attached lunch regards report tonight discussion team family project tonight budget regards budget tonight proposal invoice invoice budget attached discussion regards please see attached.",0
"Subject: Attached update report
From: promo@company.com
To: user@example.com

Family family invoice thanks project reminder invoice regards budget notes.",0
"Subject: Project
From: promo@company.com
To: user@example.com

Notes tonight discussion thanks proposal project update discussion meeting schedule discussion tonight tonight update update thanks proposal tonight regards update attached reminder notes lunch project regards invoice tonight update please see attached thanks regards.",0
"Subject: Limit guarantee cheap !!!
From: promo@spammy.com
To: user@example.com

Urgent risk-free urgent winner loan guarantee buy cheap winner limit risk-free guarantee.",1
"Subject: Budget reminder
From: promo@company.com
To: user@example.com

Proposal discussion lunch invoice tonight update invoice proposal project team schedule.",0
"Subject: Regards project
From: promo@company.com
To: user@example.com

Proposal notes invoice thanks tonight team discussion notes report proposal reminder budget please see attached thanks regards.",0
"Subject: Buy !!!
From: promo@spammy.com
To: user@example.com

Cheap risk-free risk-free guarantee click credit limit prize buy limit limit free risk-free prize credit loan money click here now.",1
"Subject: Project
From: promo@company.com
To: user@example.com

Proposal regards lunch report update notes meeting budget attached thanks regards.",0
"Subject: Loan limit congratulations !!!
From: promo@spammy.com
To: user@example.com

Prize offer urgent cheap prize guarantee buy unsubscribe cheap offer promotion $118 http://bit.ly/426 click here now.",1
"Subject: Offer click !!!
From: promo@spammy.com
To: user@example.com

Unsubscribe guarantee offer unsubscribe risk-free congratulations risk-free loan free prize unsubscribe urgent guarantee urgent winner offer urgent click money $298 http://bit.ly/606 click here now.",1
"Subject: Team attached meeting
From: promo@company.com
To: user@example.com

Reminder team regards regards tonight reminder update report attached schedule attached thanks regards.",0
"Subject: Report lunch proposal
From: promo@company.com
To: user@example.com

Tonight proposal update tonight project update reminder meeting meeting thanks discussion attached project budget project budget family reminder notes team.",0
"Subject: Attached team
From: promo@company.com
To: user@example.com

Tonight thanks proposal update discussion regards thanks meeting.",0
"Subject: Reminder schedule team
From: promo@company.com
To: user@example.com

Attached thanks regards tonight discussion lunch update thanks report reminder reminder reminder report.",0
"Subject: Schedule lunch tonight
From: promo@company.com
To: user@example.com

Family notes attached family report budget tonight tonight regards thanks notes thanks update report lunch update lunch proposal family family report thanks family tonight budget thanks regards.",0
"Subject: Unsubscribe loan risk-free
From: promo@spammy.com
To: user@example.com

Buy buy loan cheap offer click urgent free limit risk-free loan prize credit money $695 http://bit.ly/643 click here now.",1
"Subject: Promotion !!!
From: promo@spammy.com
To: user@example.com

Winner promotion win limit risk-free offer risk-free guarantee urgent free unsubscribe buy credit risk-free winner money limit promotion risk-free risk-free free guarantee free risk-free unsubscribe $517 http://bit.ly/290.",1
"Subject: Schedule meeting
From: promo@company.com
To: user@example.com

Update schedule proposal family proposal attached invoice budget team invoice report project project invoice lunch report regards.",0
"Subject: Thanks
From: promo@company.com
To: user@example.com

Attached schedule thanks report project family lunch lunch lunch regards proposal family regards meeting notes thanks schedule project family reminder attached.",0
"Subject: Limit !!!
From: promo@spammy.com
To: user@example.com

Free prize prize promotion money offer limit urgent limit credit free click promotion guarantee winner urgent loan $587 http://bit.ly/214 click here now.",1
"Subject: Tonight lunch family
From: promo@company.com
To: user@example.com

Team reminder thanks thanks invoice budget invoice schedule project reminder update update thanks family meeting lunch meeting report please see attached.",0
"Subject: Schedule project team
From: promo@company.com
To: user@example.com

Family report project notes regards proposal tonight budget invoice thanks regards.",0
"Subject: Unsubscribe click credit !!!
From: promo@spammy.com
To: user@example.com

Limit promotion click win win buy loan limit limit congratulations click cheap click risk-free promotion prize congratulations offer promotion guarantee win free $44 http://bit.ly/557 click here now.",1
"Subject: Reminder
From: promo@company.com
To: user@example.com

Reminder lunch report team schedule attached family discussion regards.",0
"Subject: Reminder attached
From: promo@company.com
To: user@example.com

Proposal attached reminder lunch update update regards report thanks update meeting tonight thanks regards.",0
"Subject: Regards proposal lunch
From: promo@company.com
To: user@example.com

Tonight regards invoice team family thanks discussion budget update proposal update project lunch report notes budget team please see attached.",0
"Subject: Loan winner
From: promo@spammy.com
To: user@example.com

Congratulations money loan free free risk-free buy risk-free free free promotion promotion promotion risk-free loan loan $255 http://bit.ly/665 click here now.",1
"Subject: Unsubscribe credit !!!
From: promo@spammy.com
To: user@example.com

Limit urgent winner unsubscribe urgent guarantee risk-free cheap offer money free prize click risk-free money offer prize buy cheap guarantee urgent.",1
"Subject: Guarantee congratulations !!!
From: promo@spammy.com
To: user@example.com

Free loan urgent risk-free limit credit winner win guarantee unsubscribe loan promotion offer guarantee click loan win limit cheap credit loan click here now.",1
"Subject: Proposal
From: promo@company.com
To: user@example.com

Reminder meeting thanks attached family attached thanks reminder budget report budget attached lunch notes lunch tonight discussion schedule proposal invoice lunch thanks family discussion schedule.",0
"Subject: Loan unsubscribe
From: promo@spammy.com
To: user@example.com

Credit loan winner guarantee credit buy unsubscribe unsubscribe risk-free risk-free click.",1
"Subject: Schedule project
From: promo@company.com
To: user@example.com

Budget budget update meeting budget family proposal update regards thanks reminder schedule project lunch team reminder budget family regards project proposal regards attached proposal meeting reminder team tonight regards thanks regards.",0
"Subject: Invoice
From: promo@company.com
To: user@example.com

Invoice tonight budget reminder thanks notes schedule notes discussion thanks schedule project thanks notes regards family schedule meeting family tonight lunch project please see attached.",0
"Subject: Report meeting
From: promo@company.com
To: user@example.com

Tonight schedule update family tonight family tonight schedule budget budget.",0
"Subject: Buy click !!!
From: promo@spammy.com
To: user@example.com

Urgent winner offer offer urgent winner click click credit money free winner buy unsubscribe buy credit congratulations buy $845 http://bit.ly/943.",1
"Subject: Attached
From: promo@company.com
To: user@example.com

Update thanks invoice report reminder family regards notes proposal discussion family family discussion tonight budget report proposal report thanks regards.",0
"Subject: Tonight discussion attached
From: promo@company.com
To: user@example.com

Schedule team discussion thanks project family lunch project reminder tonight invoice update update attached budget team reminder meeting proposal thanks discussion update budget schedule lunch notes project notes update notes.",0
"Subject: Free win !!!
From: promo@spammy.com
To: user@example.com

Limit limit money money urgent offer promotion money limit cheap win winner offer unsubscribe prize risk-free prize $476 http://bit.ly/903 click here now.",1
"Subject: Report discussion
From: promo@company.com
To: user@example.com

Invoice schedule meeting thanks meeting tonight schedule discussion budget regards attached attached family reminder invoice discussion notes report notes reminder regards team invoice reminder meeting report family thanks discussion update.",0
"Subject: Congratulations !!!
From: promo@spammy.com
To: user@example.com

Limit credit money credit money cheap guarantee credit congratulations loan buy credit winner prize prize buy free loan limit offer prize cheap free credit loan.",1
"Subject: Attached lunch
From: promo@company.com
To: user@example.com

Family invoice meeting tonight meeting project discussion proposal attached invoice thanks reminder team thanks regards.",0
"Subject: Limit !!!
From: promo@spammy.com
To: user@example.com

Limit free urgent promotion promotion limit prize prize promotion congratulations cheap congratulations win loan limit unsubscribe winner.",1
"Subject: Congratulations !!!
From: promo@spammy.com
To: user@example.com

Offer unsubscribe promotion click congratulations money cheap loan credit prize prize free $70 http://bit.ly/683 click here now.",1
"Subject: Buy money limit !!!
From: promo@spammy.com
To: user@example.com

Unsubscribe limit risk-free congratulations prize promotion offer winner click credit loan prize prize buy click guarantee offer prize.",1
"Subject: Prize
From: promo@spammy.com
To: user@example.com

Loan guarantee urgent urgent money guarantee guarantee winner unsubscribe credit loan guarantee congratulations offer unsubscribe congratulations urgent buy $570 http://bit.ly/691 click here now.",1
"Subject: Schedule proposal
From: promo@company.com
To: user@example.com

Notes team meeting budget project invoice proposal reminder proposal budget team.",0
"Subject: Notes
From: promo@company.com
To: user@example.com

Schedule notes notes meeting notes regards regards reminder schedule schedule report schedule update attached invoice meeting thanks regards.",0
"Subject: Lunch team project
From: promo@company.com
To: user@example.com

Tonight regards schedule family team project regards regards project proposal project attached meeting notes reminder.",0
"Subject: Congratulations cheap !!!
From: promo@spammy.com
To: user@example.com

Prize prize promotion cheap offer congratulations click credit click money loan buy risk-free $877 http://bit.ly/774.",1
"Subject: Risk-free cheap loan !!!
From: promo@spammy.com
To: user@example.com

Congratulations congratulations click cheap click credit winner guarantee win cheap buy $869 http://bit.ly/682 click here now.",1
"Subject: Team
From: promo@company.com
To: user@example.com

Meeting schedule lunch meeting schedule discussion attached notes attached reminder thanks regards.",0
"Subject: Lunch invoice project
From: promo@company.com
To: user@example.com

Schedule budget proposal project family update regards notes notes family reminder proposal lunch lunch budget project notes please see attached.",0
"Subject: Report
From: promo@company.com
To: user@example.com

Thanks thanks project proposal attached discussion thanks report please see attached.",0
"Subject: Win !!!
From: promo@spammy.com
To: user@example.com

Click winner loan money winner urgent cheap urgent money cheap click winner money promotion click limit win guarantee click urgent cheap prize risk-free click here now.",1
"Subject: Regards reminder update
From: promo@company.com
To: user@example.com

Reminder thanks lunch schedule tonight attached budget report discussion proposal proposal schedule invoice family team.",0
"Subject: Limit
From: promo@spammy.com
To: user@example.com

Promotion click cheap unsubscribe unsubscribe promotion promotion limit congratulations prize risk-free win limit credit loan win cheap promotion cheap click here now.",1
"Subject: Promotion
From: promo@spammy.com
To: user@example.com

Unsubscribe prize buy win click guarantee offer risk-free urgent promotion money $662 http://bit.ly/939 click here now.",1
"Subject: Regards
From: promo@company.com
To: user@example.com

Proposal lunch lunch family discussion thanks regards family lunch schedule report discussion update project project invoice reminder attached proposal report family lunch project project thanks discussion thanks meeting team thanks regards.",0
"Subject: Loan risk-free !!!
From: promo@spammy.com
To: user@example.com

Click unsubscribe win offer urgent promotion click urgent congratulations prize win congratulations unsubscribe prize congratulations cheap credit credit money $842 http://bit.ly/176 click here now.",1
"Subject: Congratulations click prize
From: promo@spammy.com
To: user@example.com

Prize risk-free win risk-free offer promotion urgent cheap offer cheap risk-free click urgent prize credit credit credit urgent guarantee urgent $402 http://bit.ly/240 click here now.",1
"Subject: Reminder meeting thanks
From: promo@company.com
To: user@example.com

Tonight attached invoice budget attached tonight report family report budget discussion schedule proposal attached regards proposal proposal schedule notes lunch discussion budget schedule proposal report team discussion tonight team team please see attached.",0
"Subject: Notes meeting proposal
From: promo@company.com
To: user@example.com

Update update report proposal team invoice family invoice schedule lunch report attached meeting budget report project thanks budget team family meeting update budget regards team team thanks regards.",0
"Subject: Report update
From: promo@company.com
To: user@example.com

Family proposal regards reminder notes invoice family thanks update budget notes tonight notes discussion tonight regards family please see attached thanks regards.",0
"Subject: Thanks schedule family
From: promo@company.com
To: user@example.com

Family discussion notes notes schedule invoice family schedule tonight family notes proposal discussion thanks regards tonight meeting report thanks tonight discussion thanks meeting reminder reminder project reminder thanks regards.",0
"Subject: Offer buy
From: promo@spammy.com
To: user@example.com

Buy buy unsubscribe winner free cheap promotion limit risk-free winner money click here now.",1
"Subject: Buy promotion unsubscribe !!!
From: promo@spammy.com
To: user@example.com

Free free loan loan promotion click buy click win money guarantee prize cheap offer buy credit money free win free $93 http://bit.ly/584.",1
"Subject: Guarantee unsubscribe
From: promo@spammy.com
To: user@example.com

Winner limit free guarantee cheap urgent click urgent click click winner promotion loan winner cheap limit unsubscribe money $870 http://bit.ly/496.",1
"Subject: Guarantee offer unsubscribe !!!
From: promo@spammy.com
To: user@example.com

Risk-free loan limit risk-free congratulations loan credit prize promotion free unsubscribe unsubscribe congratulations prize offer unsubscribe offer unsubscribe credit guarantee click risk-free click here now.",1
"Subject: Unsubscribe money
From: promo@spammy.com
To: user@example.com

Risk-free win loan money congratulations prize prize money money unsubscribe winner winner congratulations congratulations guarantee guarantee guarantee click credit money urgent free offer credit click here now.",1
"Subject: Offer winner
From: promo@spammy.com
To: user@example.com

Risk-free win congratulations buy buy urgent loan winner guarantee prize unsubscribe offer congratulations click offer credit free free.",1
"Subject: Schedule budget
From: promo@company.com
To: user@example.com

Schedule thanks reminder discussion attached update report team report schedule meeting meeting tonight please see attached thanks regards.",0
"Subject: Report meeting
From: promo@company.com
To: user@example.com

Tonight update report team update tonight project budget regards thanks family tonight project update proposal.",0
"Subject: Regards budget
From: promo@company.com
To: user@example.com

Team proposal thanks invoice project report discussion lunch.",0
"Subject: Invoice regards thanks
From: promo@company.com
To: user@example.com

Invoice report family attached notes update meeting proposal proposal team update update family thanks invoice tonight lunch family lunch.",0
"Subject: Lunch
From: promo@company.com
To: user@example.com

Regards budget discussion discussion update notes thanks thanks notes proposal lunch reminder tonight meeting thanks update report regards lunch attached discussion budget thanks attached.",0
"Subject: Attached
From: promo@company.com
To: user@example.com

Invoice regards regards update budget proposal budget notes lunch lunch team.",0
"Subject: Limit congratulations free
From: promo@spammy.com
To: user@example.com

Urgent free prize loan limit offer guarantee prize unsubscribe cheap unsubscribe risk-free click here now.",1
"Subject: Project
From: promo@company.com
To: user@example.com

Family proposal family schedule invoice report regards update project discussion discussion project reminder reminder reminder invoice meeting attached regards proposal budget regards attached please see attached thanks regards.",0
"Subject: Notes
From: promo@company.com
To: user@example.com

Project tonight update report discussion family family regards update tonight team proposal tonight budget tonight report proposal.",0
"Subject: Click cheap win
From: promo@spammy.com
To: user@example.com

Prize loan congratulations cheap credit promotion credit money win winner guarantee win prize offer prize $728 http://bit.ly/256 click here now.",1
"Subject: Attached
From: promo@company.com
To: user@example.com

Notes notes lunch update project discussion schedule thanks project project schedule report report lunch attached report thanks family meeting invoice report thanks regards.",0
"Subject: Prize free guarantee !!!
From: promo@spammy.com
To: user@example.com

Congratulations winner promotion risk-free credit urgent unsubscribe click win congratulations guarantee guarantee $703 http://bit.ly/420 click here now.",1
"Subject: Win
From: promo@spammy.com
To: user@example.com

Buy risk-free unsubscribe click promotion cheap cheap prize offer urgent guarantee loan urgent offer guarantee $145 http://bit.ly/812.",1
"Subject: Report
From: promo@company.com
To: user@example.com

Budget invoice update reminder notes discussion notes team team regards budget invoice invoice team reminder schedule notes meeting team attached regards thanks regards.",0
"Subject: Budget proposal
From: promo@company.com
To: user@example.com

Thanks schedule notes lunch tonight thanks tonight team update proposal meeting notes project team team team schedule invoice lunch proposal meeting lunch notes reminder lunch invoice discussion invoice team invoice please see attached.",0
"Subject: Thanks
From: promo@company.com
To: user@example.com

Meeting attached discussion discussion proposal notes budget update notes invoice tonight discussion discussion team family regards update thanks tonight invoice schedule thanks regards.",0
"Subject: Limit risk-free credit
From: promo@spammy.com
To: user@example.com

Risk-free urgent congratulations promotion offer click free prize guarantee free congratulations $356 http://bit.ly/210.",1
"Subject: Free congratulations risk-free
From: promo@spammy.com
To: user@example.com

Unsubscribe win promotion limit offer money risk-free congratulations risk-free loan free congratulations winner credit click here now.",1
"Subject: Reminder invoice
From: promo@company.com
To: user@example.com

Proposal proposal invoice project reminder thanks regards family thanks team thanks budget notes report notes family tonight thanks proposal notes.",0
"Subject: Report notes
From: promo@company.com
To: user@example.com

Invoice update thanks reminder regards team family team discussion attached meeting project thanks report regards project family lunch team thanks family regards meeting discussion schedule.",0
"Subject: Proposal thanks reminder
From: promo@company.com
To: user@example.com

Discussion discussion family notes budget tonight proposal proposal family attached meeting lunch notes discussion team discussion budget thanks notes regards attached update regards proposal please see attached thanks regards.",0
"Subject: Family
From: promo@company.com
To: user@example.com

Project meeting family lunch project team meeting invoice budget meeting budget update regards notes team family discussion attached schedule thanks attached proposal attached discussion please see attached.",0
"Subject: Offer cheap
From: promo@spammy.com
To: user@example.com

Cheap free promotion limit unsubscribe congratulations unsubscribe win loan urgent risk-free credit credit unsubscribe loan buy risk-free unsubscribe cheap limit $943 http://bit.ly/629.",1
"Subject: Congratulations guarantee winner !!!
From: promo@spammy.com
To: user@example.com

Buy winner winner unsubscribe promotion limit credit free credit free loan guarantee free congratulations guarantee promotion $846 http://bit.ly/173.",1
"Subject: Money winner !!!
From: promo@spammy.com
To: user@example.com

Free click winner congratulations risk-free offer urgent offer buy offer prize $747 http://bit.ly/733 click here now.",1
"Subject: Project
From: promo@company.com
To: user@example.com

Budget schedule discussion family schedule regards reminder reminder notes invoice attached project reminder discussion attached proposal project thanks budget.",0
"Subject: Unsubscribe
From: promo@spammy.com
To: user@example.com

Prize win money limit unsubscribe buy promotion risk-free cheap offer credit limit prize free click here now.",1
"Subject: Winner congratulations prize !!!
From: promo@spammy.com
To: user@example.com

Click free money unsubscribe cheap loan click buy winner free urgent buy.",1
"Subject: Credit money promotion !!!
From: promo@spammy.com
To: user@example.com

Click free promotion offer guarantee prize promotion guarantee urgent cheap buy limit free money guarantee guarantee prize limit click guarantee $87 http://bit.ly/119.",1
"Subject: Thanks tonight schedule
From: promo@company.com
To: user@example.com

Lunch budget attached notes project reminder budget update team project attached schedule tonight meeting lunch proposal proposal thanks regards project project update update team project.",0
"Subject: Offer prize !!!
From: promo@spammy.com
To: user@example.com

Win free risk-free cheap urgent urgent win unsubscribe buy loan limit congratulations guarantee click limit free credit $679 http://bit.ly/955 click here now.",1
"Subject: Risk-free
From: promo@spammy.com
To: user@example.com

Urgent urgent money limit prize prize winner credit free free cheap loan prize click congratulations loan urgent urgent free prize guarantee $54 http://bit.ly/230 click here now.",1
"Subject: Risk-free winner click !!!
From: promo@spammy.com
To: user@example.com

Risk-free limit offer unsubscribe credit guarantee promotion congratulations unsubscribe free money urgent urgent free offer prize money promotion click here now.",1
"Subject: Money congratulations prize !!!
From: promo@spammy.com
To: user@example.com

Prize win limit risk-free loan congratulations money free risk-free money guarantee limit promotion winner credit risk-free limit win risk-free loan offer offer.",1
"Subject: Loan credit
From: promo@spammy.com
To: user@example.com

Offer click promotion risk-free winner money limit click win promotion win limit limit $220 http://bit.ly/804.",1
"Subject: Click
From: promo@spammy.com
To: user@example.com

Click limit money credit unsubscribe offer free limit money free money urgent unsubscribe money promotion offer prize guarantee $245 http://bit.ly/557.",1
"Subject: Tonight
From: promo@company.com
To: user@example.com

Reminder tonight attached thanks thanks project proposal meeting schedule project budget reminder schedule report schedule meeting tonight proposal notes attached thanks update proposal discussion.",0
"Subject: Risk-free limit cheap !!!
From: promo@spammy.com
To: user@example.com

Credit loan cheap credit unsubscribe winner click offer loan offer free win loan risk-free limit promotion money $365 http://bit.ly/935 click here now.",1
"Subject: Discussion
From: promo@company.com
To: user@example.com

Update lunch reminder schedule schedule family proposal discussion proposal team discussion update thanks proposal update regards regards proposal invoice invoice thanks regards.",0
"Subject: Loan
From: promo@spammy.com
To: user@example.com

Loan click buy unsubscribe limit win congratulations click winner loan congratulations winner risk-free urgent cheap risk-free click.",1
